text,sentimen
"['ya', 'allah', 'bahagia', 'bisa', 'rebah', 'santai', 'kuliah', 'online', 'sih', 'tidak', 'nya', 'ya', 'rumah', 'makan', 'tonton', 'tidur']",positive
"['salah', 'hasil', 'teori', 'humanistik', 'siswa', 'senang', 'tidak', 'tekan', 'kuliah', 'online', 'kalian', 'senang', 'tidak', 'tekan', 'mari', 'kuliah', 'online', 'wabah', 'hilang', 'bu', 'mita', 'bahagia', 'murid', 'pagi', 'aktif']",positive
"['anak', 'zaman', 'enak', 'kuliah', 'bisa', 'online', 'zaman', 'cari', 'dosen', 'susah', 'ampun', 'kabar', 'bahagia', 'minggu', 'kuliah', 'online', 'asyik', 'bisa', 'juragan']",positive
"['bayang', 'bisa', 'kuliah', 'masak', 'online', 'bahagia']",positive
"['le', 'kuliah', 'online', 'suap', 'makan', 'malam', 'ibu', 'dd']",positive
"['besok', 'mata', 'kuliah', 'mata', 'kuliah', 'kuliah', 'online', 'sederhana']",positive
"['kuliah', 'online', 'iya', 'bahagia']",positive
"['kuliah', 'online', 'pergi', 'warung', 'internet', 'beli', 'kupon', 'buka', 'twitter', 'pulang', 'bahagia']",positive
"['enak', 'rumah', 'hangat', 'bisa', 'selimut', 'ajar', 'online']",positive
"['senang', 'kuliah', 'online', 'bisa', 'hindar', 'lingkung', 'toxic', 'kampus']",positive
"['tidak', 'senang', 'kuliah', 'online', 'senang', 'banget']",positive
"['senang', 'banget', 'sumpah', 'kuliah', 'online']",positive
"['senang', 'lihat', 'kabar', 'oline', 'class', 'panjang', 'kerja', 'tugas', 'makan', 'camil', 'bikin', 'susah', 'tidak', 'asa', 'moga', 'kuliah', 'online', 'lulus', 'saya', 'cinta', 'kuliah', 'online']",positive
"['gue', 'suka', 'kuliah', 'online', 'pemberitahuan', 'kuliah', 'online', 'panjang', 'semester', 'gue', 'senang']",positive
"['kuliah', 'online', 'musim', 'semester', 'orang', 'senang', 'sedih', 'benar', 'ta', 'online', 'class', 'me', 'tidak', 'khawatir', 'vespucini', 'masalah', 'hemat', 'bahan', 'bakar', 'minyak', 'rumah', 'kampus', 'tidak', 'ketemu', 'orang', 'orang', 'hutang']",positive
"['semangat', 'buat', 'juang', 'keras', 'kuliah', 'online', 'batas', 'gerak', 'jaga', 'sehat', 'stres', 'hibur', 'buat', 'kalian', 'senang', 'ya']",positive
"['senang', 'kuliah', 'online', 'alias', 'tidak', 'boros', 'makeup']",positive
"['kuliah', 'online', 'makan', 'bakso', 'jaga', 'warung', 'dengar', 'musik', 'pokok', 'enak', 'banget', 'online', 'senang']",positive
"['senang', 'serta', 'kuliah', 'online', 'senang', 'laku', 'personal']",positive
"['terima', 'kasih', 'senang', 'ikut', 'kuliah', 'online', 'nya']",positive
"['main', 'twitter', 'tunggu', 'jam', 'kuliah', 'online', 'mata', 'kuliah', 'komunikasi', 'massa', 'senang', 'nya']",positive
"['besok', 'kuliah', 'online', 'saya', 'senang', 'bisa', 'kampung']",positive
"['masih', 'harap', 'kuliah', 'online', 'ayo', 'dekan', 'hormat', 'surat', 'putus', 'rektor', 'senang', 'senang']",positive
"['senang', 'nya', 'kuliah', 'online', 'kuliah', 'tidur', 'kasur']",positive
"['hikmah', 'kuliah', 'online', 'tidak', 'beli', 'jam', 'tangan', 'alias', 'sih', 'pakai', 'jam', 'rumah']",positive
"['hikmah', 'balik', 'kuliah', 'online', 'terus', 'dosen', 'luluh', 'nilai', 'baik']",positive
"['hikmah', 'pandemi', 'gera', 'demokratis', 'tahu', 'wujud', 'forum', 'online', 'mutu', 'kuliah', 'prof', 'tidak', 'orang', 'bisa', 'mudah', 'akses', 'kombinasi', 'teknologi', 'politik', 'wujud', 'terima', 'kasih', 'prof']",positive
"['hikmah', 'bisa', 'saya', 'petik', 'kuliah', 'online', 'lahir', 'youtuber', 'youtuber', 'next', 'generation', 'jadi', 'tulis', 'tangan', 'mahasiswa', 'bisa', 'tulis', 'cepat']",positive
"['hikmah', 'kuliah', 'online', 'bisa', 'masak']",positive
"['harga', 'detik', 'banget', 'deadline', 'tugas']",positive
"['salah', 'dampak', 'positif', 'kupu', 'kuliah', 'online', 'kangen', 'kampus']",positive
"['gue', 'jujur', 'arah', 'positif', 'gue', 'irit', 'tidur', 'produktif', 'bisa', 'urus', 'kembang', 'bisnis', 'kembang', 'skill']",positive
"['gue', 'tipe', 'orang', 'cocok', 'kuliah', 'online', 'deh', 'gue', 'tidak', 'bisa', 'hari', 'minggu', 'bulan', 'fokus', 'produktif', 'coba']",positive
"['positif', 'kayak', 'fleksibel', 'bisa', 'kuliah']",positive
"['dampak', 'positif', 'kuliah', 'online', 'gue', 'keluarga']",positive
"['nilai', 'indeks', 'prestasi', 'kumulatif', 'bagus']",positive
"['positif', 'nya', 'luang']",positive
"['positif', 'nya', 'uji', 'semester', 'uji', 'semester', 'bisa', 'buka', 'google']",positive
"['enak', 'banget', 'kuliah', 'online', 'bisa', 'kuliah', 'rebah']",positive
"['enak', 'kamu', 'ambil', 'dua', 'kuliah', 'jual', 'online', 'kamu', 'cari', 'produk', 'jual', 'anak', 'kuliah', 'beli', 'kamu', 'bangga']",positive
"['hidup', 'enak', 'banget', 'tidur', 'kamar', 'ac', 'hidup', 'wifi', 'main', 'handphone', 'bosan', 'kuliah', 'online', 'makan', 'tinggal', 'teriak', 'makan', 'minum', 'tinggal', 'sedia']",positive
"['kuliah', 'pagi', 'mandi']",positive
"['enak', 'kuliah', 'online', 'buat', 'rebah', 'gue', 'zoom', 'makan', 'tidur', 'absen', 'tinggal', 'komen', 'doang', 'classroom']",positive
"['suka', 'banget', 'kelas', 'online', 'suka', 'enak', 'banget', 'kelas', 'nya', 'bisa', 'tonton', 'ulang']",positive
"['kuliah', 'semester', 'sistem', 'nya', 'online', 'enak', 'sih', 'bisa', 'rebah', 'lihat', 'laptop']",positive
"['enak', 'sih', 'kuliah', 'online', 'fleksibel']",positive
"['kuliah', 'online', 'pagi', 'semangat', 'ya']",positive
"['semangat', 'masih', 'ajar', 'online']",positive
"['masih', 'kuliah', 'online', 'semangat', 'daftar', 'semangat', 'pokok', 'nya', 'semangat', 'buat']",positive
"['pagi', 'semangat', 'sekolah', 'online', 'kuliah', 'online', 'utbk', 'kerja', 'rebah']",positive
"['sekolah', 'online', 'kerja', 'kuliah', 'online', 'semangat', 'ya']",positive
"['buat', 'adik', 'sekolah', 'kuliah', 'online', 'moga', 'koneksi', 'ajar', 'murid', 'lancar', 'seru', 'maksimal', 'ajar', 'semangat']",positive
"['indeks', 'prestasi', 'kumulatif', 'masih', 'bagus', 'kamu', 'jatuh', 'ambil', 'hikmah', 'nya', 'masih', 'bisa', 'tingkat', 'semangat', 'masih', 'kuliah', 'online']",positive
"['semangat', 'sekolah', 'online', 'kuliah', 'online']",positive
"['masuk', 'kuliah', 'semangat', 'ya', 'semangat', 'kuliah', 'online']",positive
"['semangat', 'banget', 'kuliah', 'online']",positive
"['semangat', 'uji', 'semester', 'nya', 'kuliah', 'online', 'semester', 'enam']",positive
"['terima', 'kasih', 'kuliah', 'online', 'nilai', 'tugas', 'bagus']",positive
"['senang', 'lihat', 'hasil', 'indeks', 'prestasi', 'kumulatif', 'semester', 'kuliah', 'online', 'alhamdulillah', 'banget', 'pokok']",positive
"['mantap', 'kuliah', 'rebah', 'pakai', 'baju', 'tidur', 'mandi', 'kuliah', 'online']",positive
"['senang', 'kuliah', 'online', 'tekan', 'nya', 'tidak', 'kejam']",positive
"['terima', 'kasih', 'kuliah', 'online']",positive
"['ya', 'tuju', 'kuliah', 'online', 'ya', 'masuk', 'minoritas', 'ya', 'tidak', 'adil', 'sih', 'nilai', 'gampang', 'nilai', 'bagus', 'malas', 'bisa', 'orang', 'tua', 'langsung', 'video', 'call', 'wa', 'call']",positive
"['paksa', 'stabil', 'kalian', 'kuliah', 'offline', 'penuh', 'butuh', 'cerita', 'bukan', 'benar', 'ajar']",positive
"['banyak', 'kalian', 'bukan', 'rindu', 'kuliah', 'tatap', 'muka', 'kalian', 'rindu', 'rutinitas', 'normal', 'kuliah', 'online', 'tatap', 'muka']",positive
"['anak', 'anak', 'kampus', 'senang', 'banget', 'kuliah', 'online', 'gampang']",positive
"['orang', 'kuliah', 'online', 'senang', 'tidak', 'temu', 'orang', 'orang', 'toksin', 'kampus', 'kalian']",positive
"['semenjak', 'kuliah', 'online', 'sabtu', 'minggu', 'senang']",positive
"['kuliah', 'online', 'via', 'wa', 'grup', 'kuliah', 'online', 'senang']",positive
"['selamat', 'pagi', 'moga', 'hari', 'senang', 'kamu', 'kuliah', 'uji', 'semester', 'online', 'maksimal', 'ya', 'semangat', 'jaga', 'sehat', 'lupa', 'bahagia']",positive
"['kampus', 'libur', 'kuliah', 'nya', 'online', 'learning', 'selamat', 'orang']",positive
"['mahasiswa', 'buat', 'biasa', 'kuliah', 'online', 'uji', 'semester', 'online', 'online', 'rumah', 'buat', 'aktivitas', 'senang', 'rumah']",positive
"['kuliah', 'online', 'senang', 'ayo', 'semangat', 'menit', 'tugas']",positive
"['mantap', 'kuliah', 'online', 'senang']",positive
"['terima', 'kasih', 'buat', 'dosen', 'paham', 'esensi', 'kuliah', 'online', 'hadir', 'suasana', 'senang', 'kuliah', 'online', 'moga', 'dosen', 'tiru', 'metode', 'sehat', 'dosen', 'ku']",positive
"['kuliah', 'online', 'seru', 'senang']",positive
"['kuliah', 'online', 'syukur', 'mental', 'ku', 'dulunya', 'tidak', 'karuan', 'tahan', 'lingkung', 'tidak', 'nyaman', 'baik']",positive
"['kuliah', 'online', 'syukur', 'bagi', 'tugas', 'print', 'lapor']",positive
"['syukur', 'terima', 'kasih', 'keluarga', 'mama', 'kakak', 'kuliah', 'online', 'tugas', 'ganggu', 'tawarin', 'makan']",positive
"['kampus', 'sepi', 'syukur', 'banget', 'kuliah', 'online']",positive
"['syukur', 'kuliah', 'online']",positive
"['harap', 'kuliah', 'online', 'malas', 'kuliah', 'tatap', 'muka', 'syukur', 'banget', 'kkn', 'online', 'harap', 'wisuda', 'online', 'nyaman', 'rumah', 'interaksi', 'manusia']",positive
"['takut', 'banget', 'kuliah', 'offline', 'ketemu', 'teman', 'toksin', 'syukur', 'kuliah', 'online']",positive
"['semangat', 'kuliah', 'teman', 'ku', 'kuliah', 'online', 'syukur', 'keluh']",positive
"['syukur', 'bisa', 'kuliah', 'tugas', 'ajar', 'serba', 'online']",positive
"['kuliah', 'online', 'syukur', 'banget', 'ukt', 'wajib', 'kampus', 'kembali', 'tanggung', 'coba', 'selamat', 'kuliah', 'daring']",positive
"['tim', 'senang', 'syukur', 'ambil', 'sisi', 'positif', 'bisa', 'curhat', 'konsultasi', 'keluarga']",positive
"['kalian', 'kuliah', 'online', 'selamat', 'pagi', 'moga', 'jalan', 'lancar', 'semangat', 'juang', 'kuota', 'reguler']",positive
"['syukur', 'gue', 'elearning', 'semestert', 'kuliah', 'online', 'langsung', 'jalan']",positive
"['kuliah', 'online', 'positif', 'nya', 'tidak', 'habis', 'bensin', 'uang', 'makan', 'jajan', 'alhamdulillah']",positive
"['syukur', 'kampus', 'kuliah', 'online']",positive
"['kalian', 'keluh', 'kuliah', 'online', 'bikin', 'susah', 'deh', 'daripada', 'kamu', 'kena', 'corona', 'kampus', 'tidak', 'tanggung']",positive
"['syukur', 'banget', 'kuliah', 'online', 'mana', 'rebah']",positive
"['syukur', 'banget', 'kuliah', 'online', 'pagi', 'hujan', 'an', 'malas', 'kasur', 'alhamdulillah']",positive
"['kali', 'syukur', 'kampus', 'sistem', 'kuliah', 'online', 'bisa', 'cari', 'data', 'teman', 'kelas']",positive
"['turut', 'online', 'sih', 'susah', 'dosen', 'susah', 'mahasiswa', 'susah', 'tidak', 'kuliah', 'sayang', 'umur', 'kerja', 'rumah', 'bisa']",positive
"['kuliah', 'online', 'tidak', 'bayar', 'kos', 'bayar', 'bensin', 'bayar', 'makan', 'kantin']",positive
"['ilmu', 'tidak', 'nya', 'gantung', 'kamu', 'kamu', 'kuliah', 'online', 'tidur', 'tidak', 'perhati', 'ya', 'tidak', 'ilmu']",positive
"['kuliah', 'online', 'senang', 'bangetl', 'ayo', 'bisa']",positive
"['enak', 'kuliah', 'online', 'rebah']",positive
"['kuliah', 'online', 'syukur', 'mental', 'dulunya', 'tidak', 'keruan', 'tidak', 'tahan', 'lingkung', 'tidak', 'nyaman', 'baik']",positive
"['harap', 'kuliah', 'online']",positive
"['ya', 'nyaman', 'kuliah', 'online', 'daripada', 'offline', 'bisa', 'serap', 'materi', 'latih', 'ingat', 'fokus', 'fokus', 'ajar', 'rumah', 'eksplorasi', 'materi']",positive
"['ajar', 'online', 'seru', 'banget', 'nyaman', 'banget', 'kuliah', 'online']",positive
"['enak', 'nya', 'kuliah', 'online', 'mata', 'kuliah', 'teori', 'jalan', 'bisa', 'hadir', 'nyaman', 'kuliah', 'online']",positive
"['juli', 'serius', 'titik', 'tidak', 'harap', 'buat', 'ekspektasi', 'kuliah', 'semester', 'fix', 'online', 'masih', 'ragu', 'buat', 'bandung', 'anak', 'kontra', 'ajak']",negative
"['negara', 'maju', 'kuliah', 'masih', 'offline', 'permanen', 'online']",negative
"['doa', 'uji', 'semester', 'ku', 'lancar', 'kawan', 'moga', 'nilai', 'kuliah', 'online', 'lelah']",negative
"['iya', 'egois', 'buat', 'kalian', 'stop', 'jalan', 'kesana', 'kemari', 'rumah', 'covid', 'muak', 'kuliah', 'online', 'egois', 'suruh', 'orang', 'buat', 'penting']",negative
"['rt', 'kuliah', 'online', 'layak', 'cerita', 'horor']",negative
"['dosen', 'tidak', 'sanggup', 'nilai', 'bagus', 'pandemi', 'kuliah', 'online', 'disclaimer', 'ekspetasi', 'harap', 'tidak', 'mahasiswa', 'terima', 'alas', 'nilai', 'nya', 'turun']",negative
"['kuliah', 'offline', 'bangsat', 'online']",negative
"['rindu', 'kuliah', 'tunggu', 'kelas', 'tidur', 'pesan', 'makan', 'online', 'jalan', 'mal', 'buat', 'cuci', 'mata', 'gila', 'teman', 'teman']",negative
"['rt', 'kuliah', 'online', 'layak', 'nya', 'cerita', 'horor']",negative
"['kuliah', 'online', 'tidak', 'asyik']",negative
"['kalian', 'bentuk', 'uji', 'kuliah', 'online', 'kayak', 'efektif', 'bagaimana', 'kemarin', 'program', 'studi', 'suruh', 'tulis', 'tangan', 'scan', 'langsung', 'kirim', 'dosen', 'telat', 'tidak', 'koreksi', 'proses', 'scan', 'nya', 'butuh', 'tidak', 'efektif']",negative
"['mampus', 'nilai', 'kalian', 'kuliah', 'online', 'permanen']",negative
"['sangking', 'rindu', 'kuliah', 'mimpi', 'tidak', 'uji', 'semester', 'online', 'coba', 'bayang', 'panik', 'mimpi', 'bangun', 'panik', 'sadar']",negative
"['bilang', 'kembang', 'kampus', 'superior', 'oi', 'ugm', 'institut', 'teknologi', 'bandung', 'swasta', 'bagaimana', 'kuliah', 'online', 'tidak', 'efektif', 'tolong', 'ambil', 'putus', 'libat', 'mahasiswa', 'bicara', 'anak', 'oi', 'doang']",negative
"['semester', 'online', 'kuliah', 'online', 'kembang', 'kembang', 'oi', 'dosen', 'kampus', 'ajar', 'kuliah', 'online', 'orang', 'doang', 'sisa', 'ppt', 'pdf', 'bayar', 'full', 'semester', 'gila', 'ya']",negative
"['help', 'tidak', 'kuat', 'kuliah', 'online', 'semester']",negative
"['ya', 'suka', 'konsep', 'kuliah', 'online', 'penuh', 'tugas', 'ledak', 'kepala', 'kamu']",negative
"['tidak', 'ekspetasi', 'rumah', 'tahun', 'kuliah', 'online', 'tahun', 'rumah', 'cape', 'kangen', 'kuliah']",negative
"['kuliah', 'online', 'masyarakat', 'bodoh', 'tinggal', 'stres']",negative
"['kuliah', 'online', 'buat', 'overthinking']",negative
"['benci', 'uji', 'semester', 'uji', 'semester', 'online', 'anjing', 'babi', 'bangsat']",negative
"['oh', 'kuliah', 'online', 'bikin', 'malas', 'bayar', 'semester']",negative
"['kuliah', 'online', 'bisa', 'tinggal', 'tidur']",negative
"['situasi', 'ekonomi', 'tidak', 'stabil', 'bayar', 'kuliah', 'full', 'kuota', 'buat', 'perlu', 'kuliah', 'online', 'beli', 'lembar', 'cetak', 'lengkap', 'derita', 'kampus']",negative
"['rt', 'kuliah', 'online', 'tidak', 'enak', 'banget', 'tidak', 'pokok', 'tidak', 'siappp']",negative
"['nilai', 'turun', 'anjing', 'semenjak', 'kuliah', 'online']",negative
"['kuliah', 'online', 'keluar', 'banding', 'kuliah', 'tatap', 'muka']",negative
"['rt', 'kuliah', 'online', 'ilmu', 'hikmah', 'doang']",negative
"['kayak', 'nya', 'selagi', 'atur', 'kuliah', 'masih', 'online', 'tidak', 'bisa', 'tinggal', 'kos', 'ribet', 'urus', 'itu']",negative
"['kuliah', 'online', 'otak', 'tidak', 'duit', 'tidak']",negative
"['rt', 'kuliah', 'online', 'semester', 'negatif', 'covid', 'positif', 'bodoh']",negative
"['susah', 'kuliah', 'online', 'malas']",negative
"['iya', 'kak', 'pakai', 'telkomsel', 'pakai', 'tri', 'mati', 'listrik', 'jaring', 'tri', 'mati', 'padat', 'kuliah', 'online', 'tidak', 'muncul', 'layar', 'dosen', 'auto', 'alpa']",negative
"['pokok', 'nya', 'kuliah', 'tidak', 'online', 'cape', 'kuliah', 'online']",negative
"['gila', 'deh', 'kerja', 'kuliah', 'online']",negative
"['beli', 'sepatu', 'ya', 'kuliah', 'online', 'bangsat']",negative
"['semester', 'masih', 'kuliah', 'online', 'fix', 'tahun', 'rumah', 'training', 'rumah', 'tangga', 'lelah', 'banget']",negative
"['uji', 'blok', 'semester', 'lelah', 'banget', 'blok', 'semester', 'penuh', 'drama', 'kuliah', 'online']",negative
"['rt', 'rifa', 'wakil', 'sih', 'jujur', 'kuliah', 'online', 'ngawur', 'ilmu', 'daoat']",negative
"['kuliah', 'online', 'positif', 'bodoh']",negative
"['kuliah', 'online', 'dosen', 'ku', 'suruh', 'absen', 'materi', 'kadang', 'tugas', 'deadline', 'tidak', 'pakai', 'otak', 'spp', 'full', 'potong', 'fasilitas', 'cut', 'drastis', 'gila', 'banget']",negative
"['susah', 'kuliah', 'online', 'pakai', 'zoom', 'rumah', 'susah', 'sinyal']",negative
"['tugas', 'kuliah', 'tumpuk', 'organisasi', 'tidak', 'urus', 'cape', 'banget', 'kuliah', 'urus', 'organisasi', 'online', 'sial']",negative
"['kuliah', 'online', 'telat', 'absen', 'telat', 'aduh', 'tidak', 'bisa', 'fokus']",negative
"['kuliah', 'online', 'tugas', 'pusing', 'tugas']",negative
"['sosialisasi', 'nya', 'ganggu', 'kuliah', 'online', 'tidak', 'cocok', 'kalang', 'susah', 'sinyal']",negative
"['anak', 'sehat', 'tidak', 'enak', 'banget', 'kuliah', 'online']",negative
"['maaf', 'tidak', 'bisa', 'kuliah', 'online', 'praktik', 'online', 'nya', 'tidak', 'erti']",negative
"['rt', 'corona', 'pergi', 'saya', 'muak', 'bosan', 'kuliah', 'online']",negative
"['coba', 'bayang', 'kuliah', 'online', 'bisa', 'buat', 'miskin', 'beli', 'alat', 'praktikum']",negative
"['kangen', 'banget', 'kangen', 'ketemu', 'teman', 'paham', 'offline', 'ajar', 'online', 'asa', 'tugas', 'gila', 'lepas', 'teman', 'aneh', 'gila', 'kuliah', 'cari', 'ilmu', 'bukan', 'temu', 'teman', 'aneh']",negative
"['kuliah', 'online', 'bingung', 'sedih', 'susah', 'sinyal']",negative
"['kuliah', 'online', 'rumah', 'cape', 'jalan', 'pos', 'ronda', 'bisa', 'sinyal', 'susah', 'sinyal']",negative
"['kuliah', 'online', 'susah', 'mati', 'lampu', 'kuliah', 'online', 'andal', 'indihome', 'langsung', 'reconecting', 'anjing']",negative
"['terap', 'bisa', 'introvert', 'tidak', 'enak', 'banget', 'kuliah', 'online', 'sumpah', 'gila']",negative
"['sih', 'bilang', 'kuliah', 'online', 'nyaman', 'kacau', 'nilai', 'sedih', 'gila', 'banget']",negative
"['rasa', 'kuliah', 'online', 'kelompok', 'presentasi', 'tidak', 'dosen', 'suruh', 'sedih']",negative
"['tidak', 'aneh', 'anjing', 'kuliah', 'online', 'sistem', 'tekan', 'tidak', 'lucu', 'mati', 'sistem', 'kuliah', 'ubah', 'tugas', 'online', 'bodoh', 'iya', 'kuliah', 'online', 'tidak', 'efektif']",negative
